,pre,post,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn,witvliet_7_syn,witvliet_8_syn,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size
1176,AIZ,AVD,112320,168448,258480,148080,156480,314264,3378,2635,574800,0,0,9,2,193209.44444444444,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,no,no,not specific,0.1,0
1178,AIZ,AVE,1914240,3611904,1614600,3113400,5891280,6777998,54645,68515,13686000,36837,4947,11,4,3343124.1818181816,9,2,no,no,core,no,core,4,3,4,5,8,11,8,58,24,20,0,0,10,14.5,10,0,yes,no,cel_specific,14.5,0
1180,AIZ,AVH,477240,1191168,631800,456000,1128840,488970,1468,1697,92640,0,0,9,2,496647,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
1182,AIZ,AVJ,2040,0,0,0,3240,0,0,0,0,0,0,2,0,2640,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1184,AIZ,AVK,172920,370688,339120,0,318600,451121,701,962,1076880,9421,1503,10,4,274191.6,8,2,no,no,not specific,no,core,0,0,0,0,0,1,0,4,0,0,6,2,4,3.25,2,2,no,no,not specific,0.5,4
1186,AIZ,AVL,0,0,0,0,0,0,0,0,7680,0,0,1,1,7680,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1188,AIZ,AWA,162720,1102592,873840,1266840,3744960,4389580,36727,52583,7121760,70166,44464,11,4,1715112,9,2,no,no,core,no,core,0,0,0,0,0,1,1,1,2,1,52,3,7,8.714285714285714,5,2,no,no,not specific,0.6,27.5
1190,AIZ,AWB,812160,1576704,1210080,1114560,4203960,3948595,28691,38535,6006720,37018,25749,11,4,1727524.7272727273,9,2,no,no,core,no,core,0,1,0,1,0,1,2,0,1,2,8,0,7,2.2857142857142856,6,1,no,no,not specific,0.8,4
1192,AIZ,AWC,254040,843776,633240,575040,1799040,1847744,16675,12530,3277920,250,35359,11,4,845055.8181818182,9,2,no,no,core,no,core,0,0,0,0,1,0,0,4,3,3,0,0,4,2.75,4,0,no,no,not specific,1.1,0
1194,AIZ,BAG,565920,976640,534480,761280,1076160,1291191,5509,7964,1541040,12487,12525,11,4,616836,9,2,no,no,core,no,core,0,0,0,1,0,1,1,0,2,2,2,0,6,1.5,5,1,no,no,not specific,0.7,1
1196,AIZ,BDU,0,0,0,0,5280,0,0,0,0,0,0,1,0,5280,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1198,AIZ,CEP,0,0,0,17520,0,0,0,0,0,0,0,1,0,17520,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1200,AIZ,DA,9840,0,0,0,0,0,0,0,0,0,0,1,0,9840,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1202,AIZ,DVA,903480,1491456,1287360,1437840,3074160,4501093,27553,33057,7142880,4991,49,11,4,1809447.1818181819,9,2,no,no,core,no,core,0,0,0,0,0,0,0,4,1,1,2,0,4,2,3,1,no,no,not specific,0.6,1
1204,AIZ,DVC,108360,503552,616920,204480,618120,797152,9069,9774,1167600,0,0,9,2,448336.3333333333,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1206,AIZ,FLP,0,0,0,20640,0,0,0,0,0,0,0,1,0,20640,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1208,AIZ,IL1,9600,32256,0,4200,19560,6758,0,0,0,0,312,6,1,12114.333333333334,5,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1210,AIZ,IL2,0,0,0,1440,7320,23654,184,0,0,0,736,5,1,6666.8,4,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1212,AIZ,OLQ,34200,27136,0,6240,3600,25005,0,0,0,459,0,6,1,16106.666666666666,5,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1214,AIZ,PVC,0,0,14640,4200,57240,0,0,0,0,0,1093,4,1,19293.25,3,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1216,AIZ,PVP,7800,0,12480,27720,597000,8785,2433,967,192240,2481,415,10,4,85232.1,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1218,AIZ,PVQ,3360,768,0,78480,0,0,0,0,0,421,0,4,1,20757.25,3,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1220,AIZ,PVT,0,0,0,2160,28320,226744,143,0,0,0,0,4,0,64341.75,4,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1222,AIZ,RIA,2264640,3275776,2702880,3230280,8398440,8668322,79226,106128,11744880,62039,49141,11,4,3689250.1818181816,9,2,no,no,core,no,core,5,7,4,12,15,17,21,58,24,20,51,3,12,19.75,10,2,no,no,core,18.3,27
1224,AIZ,RIB,1143840,1509376,1230240,2344920,4407840,3993537,32231,32790,6953040,90237,50013,11,4,1980733.0909090908,9,2,no,no,core,no,core,1,1,1,1,1,0,1,0,0,0,2,6,8,1.75,6,2,no,no,not specific,0.6,4
1226,AIZ,RIC,58440,218112,62640,244080,440040,17909,42,5252,930240,5455,958,11,4,180288,9,2,no,no,core,no,core,0,0,0,0,0,0,0,11,0,0,0,0,1,11,1,0,no,no,not specific,1.1,0
1228,AIZ,RID,82320,227840,27600,49560,65400,378132,1100,415,167040,0,3762,10,3,100316.9,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,no,no,not specific,0.1,0
1230,AIZ,RIF,0,0,0,17160,54720,162539,68,5152,85440,0,2451,7,3,46790,6,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1232,AIZ,RIG,1146600,2036992,1216800,1235160,3037080,4166552,25598,48093,6018720,6020,6384,11,4,1722181.7272727273,9,2,no,no,core,no,core,0,0,0,0,0,0,0,4,0,0,4,7,3,5,1,2,no,no,not specific,0.4,5.5
1234,AIZ,RIH,714360,1489920,1166640,440040,1968360,2108282,29070,29234,7182000,5470,8893,11,4,1376569.9090909092,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,no,no,not specific,0.1,0.5
1236,AIZ,RIM,1504920,3279616,1694400,2103840,4857840,6538751,35855,47900,11597040,62069,29638,11,4,2886533.5454545454,9,2,no,no,core,no,core,7,11,8,14,20,17,12,69,24,41,81,26,12,27.5,10,2,no,no,core,22.3,53.5
1238,AIZ,RIP,0,0,0,0,0,0,0,0,0,5233,3163,2,2,4198,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,17,11,2,14,0,2,no,yes,pristi_specific,0,14
1240,AIZ,RIR,1062360,1006848,1023960,1489200,2678880,1620663,12896,27910,4427280,27676,9966,11,4,1217058.0909090908,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,65,6,2,35.5,0,2,no,yes,pristi_specific,0,35.5
1242,AIZ,RIS,0,0,0,0,0,0,0,0,0,0,66,1,1,66,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1244,AIZ,RIV,0,0,4200,0,0,0,0,0,0,0,0,1,0,4200,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1246,AIZ,RMD,0,0,0,0,0,0,0,0,0,179,132,2,2,155.5,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1248,AIZ,RME,840,3584,0,4800,49440,29736,16,0,12720,0,0,7,1,14448,7,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1250,AIZ,RMG,0,0,0,0,47040,30074,0,0,0,0,0,2,0,38557,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1252,AIZ,SAA,162720,5888,84720,10320,34680,0,39,373,0,0,0,7,1,42677.142857142855,7,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1254,AIZ,SIA,316320,434944,166320,285000,636480,604538,6473,5912,1596000,5335,6402,11,4,369429.45454545453,9,2,no,no,core,no,core,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,1,no,no,not specific,0.1,0.5
1256,AIZ,SIB,249600,644864,225120,288360,1203720,1072218,2851,8724,2293440,6489,3743,11,4,545375.3636363636,9,2,no,no,core,no,core,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
1258,AIZ,SMB,2969040,4724480,3736920,4755960,10293360,12358069,92179,150897,18567360,127607,69889,11,4,5258705.545454546,9,2,no,no,core,no,core,10,12,11,29,32,40,35,95,56,48,110,25,12,41.916666666666664,10,2,no,no,core,36.8,67.5
1260,AIZ,SMD,2760,0,2880,74040,12600,0,167,1504,15120,24,0,8,3,13636.875,7,1,no,no,not specific,no,not specific,0,0,0,3,0,0,0,7,0,0,0,0,2,5,2,0,no,no,not specific,1,0
1262,AIZ,URA,0,0,0,0,3120,0,0,0,0,0,0,1,0,3120,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1264,AIZ,URX,149040,19968,50760,474240,207240,231136,799,186,721680,314,582,11,4,168722.27272727274,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1266,AIZ,URY,94440,70656,0,18240,16200,111174,416,811,8400,5283,2561,10,4,32818.1,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,3,1,0,9,0,3,4.333333333333333,2,1,no,no,not specific,0.4,4.5
1269,ALA,ALM,34200,27648,8400,48000,3480,16220,187,778,82800,0,0,9,2,24634.777777777777,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1271,ALA,ALN,0,0,0,2400,3240,15544,0,105,36960,168,0,6,3,9736.166666666666,5,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1273,ALA,ASE,0,14848,10200,35400,82560,100362,1493,444,91200,2965,0,9,3,37719.11111111111,8,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1275,ALA,ASG,0,0,0,0,0,0,0,0,0,406,134,2,2,270,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,4,0,1,4,0,1,no,no,not specific,0,2
1277,ALA,ASH,1560,0,0,0,0,0,0,0,0,0,0,1,0,1560,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1279,ALA,ASI,0,8192,0,0,0,0,0,0,0,0,2738,2,1,5465,1,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1281,ALA,ASJ,500520,726016,197160,831360,1190040,902583,14894,23978,4015920,16510,8249,11,4,766111.8181818182,9,2,no,no,core,no,core,0,0,0,2,1,0,0,4,0,0,0,2,4,2.25,3,1,no,no,not specific,0.7,1
1283,ALA,ASK,275280,633344,618360,215160,851640,1079991,17755,12691,2338560,7229,3586,11,4,550326.9090909091,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,no,no,not specific,0,0.5
1285,ALA,AVA,0,0,0,0,0,0,0,2613,91440,0,0,2,2,47026.5,2,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,1,0,0,1,0,0,2,1,2,0,no,no,not specific,0.2,0
1287,ALA,AVD,44040,79872,44520,65880,67200,150036,867,3810,256800,2490,1344,11,4,65169,9,2,no,no,core,no,core,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
1289,ALA,AVE,351720,233728,165000,358200,725760,692735,15451,23020,1358400,6659,3169,11,4,357622,9,2,no,no,core,no,core,2,3,3,4,4,3,7,12,7,5,16,9,12,6.25,10,2,no,no,core,5,12.5
1291,ALA,AVH,1440,11776,84960,13680,190080,243301,2403,1127,284160,0,0,9,2,92547.44444444444,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1293,ALA,AVJ,2760,58368,74160,101040,122160,85493,2104,1911,310080,1469,497,11,4,69094.72727272728,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1295,ALA,AWA,0,18944,0,3240,0,20613,0,0,92400,0,798,5,2,27199,4,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1297,ALA,AWC,0,15360,0,0,0,8785,0,574,0,0,0,3,1,8239.666666666666,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1300,ALA,CAN,35880,656384,243120,402840,489960,925562,0,0,891120,19858,6717,9,3,407937.8888888889,7,2,no,no,not specific,no,not specific,0,0,0,0,0,1,0,0,0,0,11,0,2,6,1,1,no,no,not specific,0.1,5.5
1302,ALA,CEP,5280,6144,0,0,59160,0,0,152,0,0,181,5,2,14183.4,4,1,no,no,not specific,no,not specific,0,4,3,0,4,1,4,0,2,3,0,0,7,3,7,0,no,no,not specific,2.1,0
1304,ALA,IL1,167520,98560,62760,231480,239760,170648,1197,2758,189600,3688,238,11,4,106200.81818181818,9,2,no,no,core,no,core,1,0,0,2,0,0,0,0,0,0,0,0,2,1.5,2,0,no,no,not specific,0.3,0
1306,ALA,IL2,53520,129792,80040,178800,126000,142262,1871,1362,370080,958,151,11,4,98621.45454545454,9,2,no,no,core,no,core,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,0,no,no,not specific,0.2,0
1308,ALA,OLL,35880,67328,28800,45840,76560,51701,909,1242,113520,405,88,11,4,38388.454545454544,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1310,ALA,OLQ,74040,103680,54240,54720,78000,191938,480,948,203040,778,110,11,4,69270.36363636363,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1312,ALA,PVQ,513840,1042688,431040,959640,517440,1895393,23507,19120,4570800,6665,1900,11,4,907457.5454545454,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,6,3,2,4.5,0,2,no,yes,pristi_specific,0,4.5
1314,ALA,RIA,0,0,0,0,0,0,0,3872,0,0,0,1,1,3872,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,no,no,not specific,0.2,0
1316,ALA,RID,0,0,0,0,0,0,0,43047,0,0,0,1,1,43047,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1318,ALA,RIF,33840,0,0,0,0,0,0,185,21600,829,0,4,3,14113.5,3,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1320,ALA,RIR,37800,0,0,0,0,0,0,0,0,0,0,1,0,37800,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1322,ALA,RMD,0,0,0,0,18000,0,0,7304,28320,0,0,3,2,17874.666666666668,3,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,3,0,0,0,0,1,3,1,0,no,no,not specific,0.3,0
1324,ALA,RMG,0,0,0,6120,1440,0,0,0,74160,0,0,3,1,27240,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1326,ALA,SAA,1800,0,840,253200,0,21626,48,2237,48240,0,0,7,2,46855.857142857145,7,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1328,ALA,SIA,18360,87552,39000,63600,44040,112865,2867,1409,118080,514,825,11,4,44464.72727272727,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1330,ALA,SIB,50280,67840,27000,41640,113400,116243,946,851,176400,691,486,11,4,54161.545454545456,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1332,ALA,SMB,4680,0,7080,23400,344280,0,0,192,204240,0,0,6,2,97312,6,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1334,ALA,SMD,26400,44544,1680,23400,89280,70625,375,222,108960,1506,1854,11,4,33531.454545454544,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1336,ALA,URA,0,0,0,1560,0,13178,0,0,13440,0,35,4,2,7053.25,3,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1338,ALA,URB,53520,6912,46560,7200,11160,61501,0,0,130320,0,0,7,1,45310.42857142857,7,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1340,ALA,URX,87600,95744,77760,90960,302160,337581,969,31320,221520,585,115,11,4,113301.27272727272,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1342,ALA,URY,52680,86784,27960,43320,97200,85155,372,1334,101040,815,46,11,4,45155.09090909091,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1348,ALM,ALM,0,0,0,0,0,0,0,0,0,56720,18830,2,2,37775,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,1,0,0,6,16,3,7.666666666666667,1,2,no,no,not specific,0.1,11
1350,ALM,ALN,0,0,0,79920,12000,0,0,259,50640,5049,150,6,4,24669.666666666668,4,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,no,no,not specific,0.1,0
1352,ALM,ASE,0,28672,0,0,0,0,0,0,0,0,0,1,0,28672,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1354,ALM,ASG,0,0,0,0,0,0,0,0,0,8,0,1,1,8,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1356,ALM,ASH,6000,0,138240,33360,15720,42915,839,0,0,0,0,6,0,39512.333333333336,6,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1358,ALM,ASJ,33000,96000,20640,0,104280,66231,459,1200,432960,2229,8,10,4,75700.7,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1360,ALM,ASK,0,0,27000,0,0,0,0,0,0,0,0,1,0,27000,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1362,ALM,AVA,0,13568,3840,0,66960,12165,0,183,0,0,0,5,1,19343.2,5,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1364,ALM,AVB,192360,477440,377160,288960,1317840,1042482,13225,8044,3062160,18082,17006,11,4,619523.5454545454,9,2,no,no,core,no,core,0,0,0,1,1,1,0,0,1,0,36,19,6,9.833333333333334,4,2,no,no,not specific,0.4,27.5
1366,ALM,AVD,414360,1053952,847800,939360,1874640,4053010,30974,26865,6349920,47043,29737,11,4,1424332.8181818181,9,2,no,no,core,no,core,0,0,0,0,0,3,2,3,1,5,3,12,7,4.142857142857143,5,2,no,no,not specific,1.4,7.5
1368,ALM,AVE,111480,206336,106320,195480,322320,169635,3668,2872,208800,1124,994,11,4,120820.81818181818,9,2,no,no,core,no,core,0,0,0,0,1,0,0,3,0,0,0,0,2,2,2,0,no,no,not specific,0.4,0
1370,ALM,AVH,256800,522752,267480,408720,629040,468356,3477,505,923760,0,0,9,2,386765.55555555556,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1372,ALM,AVJ,392760,285952,626280,500760,1016760,1161429,15332,1816,2241120,1827,4761,11,4,568072.4545454546,9,2,no,no,core,no,core,0,0,0,0,0,0,1,0,0,0,2,3,3,2,1,2,no,no,not specific,0.1,2.5
1374,ALM,AVK,0,0,0,0,0,0,0,0,0,0,56,1,1,56,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1376,ALM,AWA,0,92672,0,0,0,0,0,0,0,0,0,1,0,92672,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1378,ALM,AWB,0,126464,10800,0,0,36833,0,515,0,17725,9327,6,3,33610.666666666664,4,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,25,3,2,14,0,2,no,yes,pristi_specific,0,14
1380,ALM,BDU,508440,1544704,1539480,1445640,3158400,4160808,27730,49603,5148720,48491,19211,11,4,1604657,9,2,no,no,core,no,core,2,2,4,6,9,11,13,29,16,15,14,2,12,10.25,10,2,no,no,core,10.7,8
1382,ALM,CAN,0,0,0,0,0,0,0,0,0,0,160,1,1,160,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1384,ALM,CEP,482280,1461504,721800,1061520,1905960,3263968,16419,20839,3470160,5218,2086,11,4,1128341.2727272727,9,2,no,no,core,no,core,1,3,4,7,10,12,10,9,14,17,0,4,11,8.272727272727273,10,1,no,no,not specific,8.7,2
1386,ALM,DVA,2880,23040,68760,0,0,26357,0,156,0,0,4389,6,2,20930.333333333332,5,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1388,ALM,FLP,0,0,0,25560,0,0,0,0,0,0,0,1,0,25560,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1390,ALM,IL1,151920,126208,125640,177000,198360,234177,827,324,189600,2378,225,11,4,109696.27272727272,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1392,ALM,IL2,0,140288,3000,0,108000,0,0,192,0,0,0,4,1,62870,4,0,no,no,not specific,no,not specific,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
1394,ALM,OLL,5160,0,0,0,0,0,104,246,0,0,0,3,1,1836.6666666666667,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1396,ALM,OLQ,31560,4608,9360,0,0,124354,0,0,0,34,190,6,2,28351,4,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1398,ALM,PVC,0,343296,451920,1131600,375360,2356316,25719,29517,3576000,113401,40946,10,4,844407.5,8,2,no,no,not specific,no,core,0,0,0,2,2,9,10,25,12,17,63,16,9,17.333333333333332,7,2,no,no,not specific,7.7,39.5
1400,ALM,PVP,1320,0,0,54600,0,0,751,0,245040,8514,452,6,3,51779.5,4,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,6,0,1,6,0,1,no,no,not specific,0,3
1402,ALM,PVQ,0,0,1800,0,78360,95293,0,0,0,4521,3013,5,2,36597.4,3,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,no,no,not specific,0,0.5
1404,ALM,PVR,1042920,2792448,1883640,895680,3644520,2285352,39894,16466,2732400,20751,21531,11,4,1397782,9,2,no,no,core,no,core,2,0,2,0,1,0,1,0,2,0,0,5,6,2.1666666666666665,5,1,no,no,not specific,0.8,2.5
1406,ALM,RIC,140520,145152,67320,27360,22440,94955,5676,982,10320,1741,173,11,4,46967.181818181816,9,2,no,no,core,no,core,0,0,0,0,0,0,1,5,0,0,0,0,2,3,2,0,no,no,not specific,0.6,0
1408,ALM,RID,0,7424,149880,0,538080,702873,10649,854,803760,0,707,8,3,276778.375,7,1,no,no,not specific,no,not specific,0,0,0,0,1,0,0,0,0,1,0,0,2,1,2,0,no,no,not specific,0.2,0
1410,ALM,RIF,205680,533248,333360,940920,999360,1069515,10771,21519,1535520,99765,13683,11,4,523940.0909090909,9,2,no,no,core,no,core,0,1,0,2,1,2,1,2,0,2,7,0,8,2.25,7,1,no,no,not specific,1.1,3.5
1412,ALM,RIG,0,0,0,0,0,0,0,0,0,204,0,1,1,204,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1414,ALM,RIH,0,0,0,0,0,0,0,0,0,3316,1198,2,2,2257,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,no,no,not specific,0,0.5
1416,ALM,RIM,0,0,0,0,11160,0,523,0,0,0,766,3,1,4149.666666666667,2,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1418,ALM,RIP,0,0,0,40680,15000,153753,663,0,0,581,2008,6,2,35447.5,4,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1420,ALM,RIR,109200,0,0,0,0,0,0,128,0,0,0,2,1,54664,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1422,ALM,RIS,0,0,0,0,0,0,0,0,0,67774,37233,2,2,52503.5,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,2,no,yes,pristi_specific,0,2
